ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 38 (Oracle 11g);;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês)
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Bahia;Recôncavo;7-C-10-BA;7C   0010  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;2,4119;0,0000;2,4119;0,3845;0,0000;0,3845;0,00000;0,1520;Estação São Paulinho;INSTALACAO EMB/DESEMB;412
Bahia;Recôncavo;7-C-40-BA;7C   0040  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;1,1837;0,0000;1,1837;0,0415;0,0000;0,0415;0,00000;0,0000;Estação São Paulinho;INSTALACAO EMB/DESEMB;603
Bahia;Recôncavo;7-C-42-BA;7C   0042  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;4,8476;0,0000;4,8476;0,8643;0,0000;0,8643;0,00000;0,0761;Estação São Paulinho;INSTALACAO EMB/DESEMB;627
Bahia;Recôncavo;7-C-41-BA;7C   0041  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;2,4233;0,0000;2,4233;0,5186;0,0000;0,5186;0,00000;1,6121;Estação São Paulinho;INSTALACAO EMB/DESEMB;627
Bahia;Recôncavo;7-C-18-BA;7C   0018  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;3,6361;0,0000;3,6361;0,1463;0,0000;0,1463;0,00000;0,0642;Estação São Paulinho;INSTALACAO EMB/DESEMB;627
Bahia;Recôncavo;7-C-46-BA;7C   0046  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;3,6361;0,0000;3,6361;3,7340;0,0000;3,7340;0,00000;0,0078;Estação São Paulinho;INSTALACAO EMB/DESEMB;627
Bahia;Recôncavo;7-C-50-BA;7C   0050  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;1,9048;0,0000;1,9048;1,1275;0,0000;1,1275;0,00000;0,1415;Estação São Paulinho;INSTALACAO EMB/DESEMB;327
Bahia;Recôncavo;7-C-71-BA;7C   0071  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;6,0600;0,0000;6,0600;0,5402;0,0000;0,5402;0,00000;0,0463;Estação São Paulinho;INSTALACAO EMB/DESEMB;627
Bahia;Recôncavo;7-C-76-BA;7C   0076  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;2,4233;0,0000;2,4233;0,0864;0,0000;0,0864;0,00000;0,1304;Estação São Paulinho;INSTALACAO EMB/DESEMB;627
Bahia;Recôncavo;7-C-74-BA;7C   0074  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;8,1044;0,0000;8,1044;1,9355;0,0000;1,9355;0,00000;0,1738;Estação São Paulinho;INSTALACAO EMB/DESEMB;627
Bahia;Recôncavo;7-C-52-BA;7C   0052  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;1,8178;0,0000;1,8178;0,7666;0,0000;0,7666;0,00000;0,0499;Estação São Paulinho;INSTALACAO EMB/DESEMB;627
Bahia;Recôncavo;7-C-56-BA;7C   0056  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;1,2123;0,0000;1,2123;0,2705;0,0000;0,2705;0,00000;0,0474;Estação São Paulinho;INSTALACAO EMB/DESEMB;627
Bahia;Recôncavo;7-C-55-BA;7C   0055  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;2,4698;0,0000;2,4698;0,4482;0,0000;0,4482;0,00000;0,0226;Estação São Paulinho;INSTALACAO EMB/DESEMB;363
Bahia;Recôncavo;7-C-61-BA;7C   0061  BA       ;CANDEIAS;Petrobras;480000036389734;2015/11;11,5139;0,0000;11,5139;0,5748;0,0000;0,5748;0,00000;0,0205;Estação São Paulinho;INSTALACAO EMB/DESEMB;627
Bahia;Recôncavo;7-RS-17-BA;7RS  0017  BA       ;RIO DA SERRA;Petrobras;480000036859714;2015/11;0,3120;0,0000;0,3120;0,0002;0,0000;0,0002;0,00738;14,0590;Ponto de Coleta área do RS-09;INSTALACAO EMB/DESEMB;428
Bahia;Recôncavo;7-RS-5-BA;7RS  0005  BA       ;RIO DA SERRA;Petrobras;480000036859714;2015/11;15,5885;0,0000;15,5885;0,1224;0,0000;0,1224;3,67286;33,8532;Ponto de Coleta área do RS-09;INSTALACAO EMB/DESEMB;428
