ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 38 (Oracle 11g);;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês)
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Bahia;Recôncavo;7-C-10-BA;7C   0010  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;4,9635;0,0000;4,9635;0,8665;0,0000;0,8665;0,00000;0,0067;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-A-6-BA;7A   0006  BA       ;ARATU;Petrobras;480000036329758;2015/01;0,0000;0,0000;0,0000;0,0000;0,4567;0,4567;14,15777;0,0000;Estação de Gás de Aratu;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;3-A-9-BA;3A   0009  BA       ;ARATU;Petrobras;480000036329758;2015/01;0,0000;0,0000;0,0000;0,0000;9,7510;9,7510;302,27995;0,0000;Estação de Gás de Aratu;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-A-11-BA;7A   0011  BA       ;ARATU;Petrobras;480000036329758;2015/01;0,0000;0,0000;0,0000;0,0000;4,2804;4,2804;132,69247;0,0000;Estação de Gás de Aratu;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-25-BA;7C   0025  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;1,4887;0,0000;1,4887;0,1155;0,0000;0,1155;0,00000;0,0000;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-39-BA;7C   0039  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;2,1862;0,0000;2,1862;0,2273;0,0000;0,2273;0,00000;0,0118;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-18-BA;7C   0018  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;3,4941;0,0000;3,4941;0,1659;0,0000;0,1659;0,00000;0,0122;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-46-BA;7C   0046  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;2,7115;0,0000;2,7115;3,1181;0,0000;3,1181;0,00000;0,0051;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-50-BA;7C   0050  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;1,4887;0,0000;1,4887;0,0866;0,0000;0,0866;0,00000;0,0000;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-71-BA;7C   0071  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;4,1318;0,0000;4,1318;0,3563;0,0000;0,3563;0,00000;0,0170;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-76-BA;7C   0076  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;1,9856;0,0000;1,9856;0,0770;0,0000;0,0770;0,00000;0,0000;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-74-BA;7C   0074  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;7,9406;0,0000;7,9406;3,8513;0,0000;3,8513;0,00000;0,0126;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-52-BA;7C   0052  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;0,4961;0,0000;0,4961;0,2277;0,0000;0,2277;0,00000;0,0000;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-56-BA;7C   0056  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;0,9041;0,0000;0,9041;0,2259;0,0000;0,2259;0,00000;0,0339;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
