ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 38 (Oracle 11g);;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês)
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Bahia;Recôncavo;7-C-10-BA;7C   0010  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;3,9842;0,0000;3,9842;0,5975;0,0000;0,5975;0,00000;0,2510;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-40-BA;7C   0040  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;1,3278;0,0000;1,3278;0,0443;0,0000;0,0443;0,00000;0,0000;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-42-BA;7C   0042  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;1,3412;0,0000;1,3412;0,1769;0,0000;0,1769;0,00000;0,1476;Estação São Paulinho;INSTALACAO EMB/DESEMB;206
Bahia;Recôncavo;7-C-41-BA;7C   0041  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;5,8275;0,0000;5,8275;1,2799;0,0000;1,2799;0,00000;1,1938;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-18-BA;7C   0018  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;3,9842;0,0000;3,9842;0,1498;0,0000;0,1498;0,00000;0,0707;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-46-BA;7C   0046  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;2,8977;0,0000;2,8977;2,5220;0,0000;2,5220;0,00000;0,0069;Estação São Paulinho;INSTALACAO EMB/DESEMB;472
Bahia;Recôncavo;7-C-50-BA;7C   0050  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;3,9842;0,0000;3,9842;2,2620;0,0000;2,2620;0,00000;0,2965;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-71-BA;7C   0071  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;6,6399;0,0000;6,6399;0,5533;0,0000;0,5533;0,00000;0,0501;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-76-BA;7C   0076  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;3,9053;0,0000;3,9053;0,1357;0,0000;0,1357;0,00000;0,0990;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-74-BA;7C   0074  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;6,6399;0,0000;6,6399;2,7663;0,0000;2,7663;0,00000;0,3464;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-52-BA;7C   0052  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;1,9916;0,0000;1,9916;0,7851;0,0000;0,7851;0,00000;0,0539;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-56-BA;7C   0056  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;1,1986;0,0000;1,1986;0,2343;0,0000;0,2343;0,00000;0,0474;Estação São Paulinho;INSTALACAO EMB/DESEMB;596
Bahia;Recôncavo;7-C-55-BA;7C   0055  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;4,6478;0,0000;4,6478;0,7746;0,0000;0,7746;0,00000;0,0436;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-61-BA;7C   0061  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;12,6159;0,0000;12,6159;0,5887;0,0000;0,5887;0,00000;0,0214;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-RS-5-BA;7RS  0005  BA       ;RIO DA SERRA;Petrobras;480000036859714;2015/09;28,2834;0,0000;28,2834;0,0225;0,0000;0,0225;0,67444;80,7593;Ponto de Coleta área do RS-09;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-DJ-41-BA;7DJ  0041  BA       ;DOM JOÃO;Petrobras;480000036449737;2015/09;7,0010;0,0000;7,0010;0,0089;0,0000;0,0089;0,26703;92,4485;Ponto de Coleta área do DJ-41;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-C-73-BA;7C   0073  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;23,2434;0,0000;23,2434;1,5492;0,0000;1,5492;0,00000;0,2080;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-RS-12-BA;7RS  0012  BA       ;RIO DA SERRA;Petrobras;480000036859714;2015/09;11,2789;0,0000;11,2789;0,0093;0,0000;0,0093;0,27958;238,6094;Ponto de Coleta área do RS-09;INSTALACAO EMB/DESEMB;719
Bahia;Recôncavo;7-DJ-126-BA;7DJ  0126  BA       ;DOM JOÃO;Petrobras;480000036449737;2015/09;29,1570;0,0000;29,1570;0,0009;0,0000;0,0009;0,02770;103,1263;Estação Dom João;INSTALACAO EMB/DESEMB;719
Bahia;Recôncavo;7-C-85-BA;7C   0085  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;0,6638;0,0000;0,6638;0,1107;0,0000;0,1107;0,00000;0,0006;Estação São Paulinho;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-C-89-BA;7C   0089  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;1,3825;0,0000;1,3825;0,2317;0,0000;0,2317;0,00000;0,0115;Estação São Paulinho;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-AG-17-BA;7AG  0017  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;16,6219;0,0000;16,6219;0,4304;0,0000;0,4304;0,00000;358,7911;Estação Coletora de Rio Ventura;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-MJ-18-BA;7MJ  0018  BA       ;MATA DE SÃO JOÃO;Petrobras;480000036709747;2015/09;1,0431;0,0000;1,0431;0,0131;0,0000;0,0131;0,38329;327,6461;Estação S. Roque;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-AG-21-BA;7AG  0021  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;32,2934;0,0000;32,2934;0,0027;0,0000;0,0027;0,00000;213,4128;Estação Sapé;INSTALACAO EMB/DESEMB;592
Bahia;Recôncavo;7-DJ-108-BA;7DJ  0108  BA       ;DOM JOÃO;Petrobras;480000036449737;2015/09;7,4941;0,0000;7,4941;0,0095;0,0000;0,0095;0,28586;92,9204;Estação Dom João;INSTALACAO EMB/DESEMB;453
Bahia;Recôncavo;7-AG-8-BA;7AG  0008  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;8,2554;0,0000;8,2554;0,1009;0,0000;0,1009;0,00000;168,6130;Estação Coletora de Rio Ventura;INSTALACAO EMB/DESEMB;720
Alagoas;Alagoas;3-JA-2-AL;3JA  0002  AL       ;JEQUIÁ;Petrosynergy;480000038569713;2015/09;10,1048;0,0000;10,1048;0,0814;0,0000;0,0814;2,44122;32,3408;Ponto de Coleta de Jequiá;INSTALACAO EMB/DESEMB;640
Bahia;Recôncavo;7-C-111-BA;7C   0111  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;6,2607;0,0000;6,2607;0,5358;0,0000;0,5358;0,00000;2,6610;Estação Palmeiras;INSTALACAO EMB/DESEMB;693
Bahia;Recôncavo;7-AG-34-BA;7AG  0034  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;25,3341;0,0000;25,3341;0,0451;0,0000;0,0451;0,00000;929,8809;Estação Sapé;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-AG-36-BA;7AG  0036  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;10,3891;0,0000;10,3891;0,0486;0,0000;0,0486;0,00000;509,0654;Estação Sapé;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-MJ-22-BA;7MJ  0022  BA       ;MATA DE SÃO JOÃO;Petrobras;480000036709747;2015/09;0,0000;0,0000;0,0000;1,3879;0,0000;1,3879;40,66366;0,0000;Estação S. Roque;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-AG-48-BA;7AG  0048  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;34,1816;0,0000;34,1816;0,1032;0,0000;0,1032;0,00000;648,2834;Estação Sapé;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-C-112-BA;7C   0112  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;9,0517;0,0000;9,0517;3,6648;0,0000;3,6648;0,00000;0,1048;Estação Palmeiras;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-AG-52-BA;7AG  0052  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;25,9411;0,0000;25,9411;0,3423;0,0000;0,3423;0,00000;1.923,3939;Estação Coletora de Rio Ventura;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-AG-74-BA;7AG  0074  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;30,9211;0,0000;30,9211;0,3569;0,0000;0,3569;0,00000;656,2111;Estação Coletora de Rio Ventura;INSTALACAO EMB/DESEMB;702
Bahia;Recôncavo;7-TQ-2-BA;7TQ  0002  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;27,8435;0,0000;27,8435;0,3863;0,0000;0,3863;11,45610;369,9178;Estação Carmo;INSTALACAO EMB/DESEMB;674
Bahia;Recôncavo;7-C-128-BA;7C   0128  BA       ;CANDEIAS;Petrobras;480000036389734;2015/09;2,2339;0,0000;2,2339;26,6477;0,0000;26,6477;0,00000;0,0212;Estação Pedra Branca;INSTALACAO EMB/DESEMB;705
Bahia;Recôncavo;7-BA-10-BA;7BA  0010  BA       ;BURACICA;Petrobras;480000036359746;2015/09;5,2252;0,0000;5,2252;0,0050;0,0000;0,0050;0,14940;1.869,1003;Estação Coletora Pereira;INSTALACAO EMB/DESEMB;707
Bahia;Recôncavo;7-TQ-12-BA;7TQ  0012  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;11,9905;0,0000;11,9905;0,0587;0,0000;0,0587;1,74247;79,3416;Estação Almeida;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-BA-11-BA;7BA  0011  BA       ;BURACICA;Petrobras;480000036359746;2015/09;5,6260;0,0000;5,6260;0,0054;0,0000;0,0054;0,16089;362,1771;Estação Coletora Lameiro;INSTALACAO EMB/DESEMB;686
Bahia;Recôncavo;7-TQ-13-BA;7TQ  0013  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;13,4002;0,0000;13,4002;0,4899;0,0000;0,4899;14,53074;44,3564;Est. Rio Taquipe;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-TQ-14-BA;7TQ  0014  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;25,4599;0,0000;25,4599;0,3874;0,0000;0,3874;11,49002;263,8538;Estação Almeida;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-AG-122-BA;7AG  0122  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;11,6458;0,0000;11,6458;0,3011;0,0000;0,3011;0,00000;73,4555;Estação Sapé;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-TQ-18-BA;7TQ  0018  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;41,4469;0,0000;41,4469;0,8488;0,0000;0,8488;25,17467;148,6729;Estação Carmo;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-TQ-20-BA;7TQ  0020  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;40,9064;0,0000;40,9064;0,3182;0,0000;0,3182;9,43696;801,9309;Estação Carmo;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-BA-17-BA;7BA  0017  BA       ;BURACICA;Petrobras;480000036359746;2015/09;38,6578;0,0000;38,6578;0,0369;0,0000;0,0369;1,10621;1.020,7026;Estação Coletora Pereira;INSTALACAO EMB/DESEMB;718
Bahia;Recôncavo;7-BA-39-BA;7BA  0039  BA       ;BURACICA;Petrobras;480000036359746;2015/09;36,1461;0,0000;36,1461;0,0345;0,0000;0,0345;1,03432;864,3415;Estação Coletora Lameiro;INSTALACAO EMB/DESEMB;537
Bahia;Recôncavo;7-AG-145-BA;7AG  0145  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;11,5208;0,0000;11,5208;0,9618;0,0000;0,9618;0,00000;75,7555;Estação Olinda;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-BA-27-BA;7BA  0027  BA       ;BURACICA;Petrobras;480000036359746;2015/09;10,8126;0,0000;10,8126;0,0103;0,0000;0,0103;0,30933;866,9702;Estação Coletora Alvorada;INSTALACAO EMB/DESEMB;647
Bahia;Recôncavo;7-TQ-29-BA;7TQ  0029  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;23,6078;0,0000;23,6078;1,3358;0,0000;1,3358;39,61960;79,4797;Est. Rio Taquipe;INSTALACAO EMB/DESEMB;695
Sergipe;Sergipe;1-PTA-3-SE;1PTA 0003  SE       ;HARPIA;Nord;48610009138200500;2015/09;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Bahia;Recôncavo;7-TQ-35-BA;7TQ  0035  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;26,2407;0,0000;26,2407;0,5728;0,0000;0,5728;16,98842;213,0254;Est. Rio Taquipe;INSTALACAO EMB/DESEMB;603
Bahia;Recôncavo;7-AG-135-BA;7AG  0135  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;36,9858;0,0000;36,9858;0,0755;0,0000;0,0755;0,00000;3.661,5902;Estação Olinda;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;3-SE-3-BA;3SE  0003  BA       ;SAUÍPE;Nova Petróleo Rec;480000036959778;2015/09;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Bahia;Recôncavo;6-TQC-1-BA;6TQC 0001  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;3,0638;0,0000;3,0638;0,0063;0,0000;0,0063;0,18694;201,1831;Estação Almeida;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;4-BJ-1-BA;4BJ  0001  BA       ;BREJINHO;Petrobras;480000036369717;2015/09;12,4266;0,0000;12,4266;0,0073;0,0000;0,0073;0,21917;752,4519;Tanque Isolado_Catu (2);INSTALACAO EMB/DESEMB;694
Bahia;Recôncavo;4-CB-1-BA;4CB  0001  BA       ;CANABRAVA;Petrobras;480000036379771;2015/09;17,8924;0,0000;17,8924;0,0043;0,0000;0,0043;0,12788;1.015,6940;Tanques nas Áreas dos Poços CB-01 e 06.;INSTALACAO EMB/DESEMB;701
Bahia;Recôncavo;7-BA-60-BA;7BA  0060  BA       ;BURACICA;Petrobras;480000036359746;2015/09;14,6261;0,0000;14,6261;0,0139;0,0000;0,0139;0,41844;1.712,0607;Estação Coletora Alvorada;INSTALACAO EMB/DESEMB;717
Bahia;Recôncavo;7-AG-165-BA;7AG  0165  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;18,1822;0,0000;18,1822;3,2449;0,0000;3,2449;0,00000;15,3610;Estação Sapé;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-CS-17-BA;7CS  0017  BA       ;CASSARONGONGO;Petrobras;480000036409786;2015/09;27,2483;0,0000;27,2483;0,0085;0,0000;0,0085;0,24405;1.019,9524;Estação Nova Cassarongongo;INSTALACAO EMB/DESEMB;638
Bahia;Recôncavo;3-CSX-1-BA;3CSX 0001  BA       ;CASSARONGONGO;Petrobras;480000036409786;2015/09;47,8850;0,0000;47,8850;0,0242;0,0000;0,0242;0,69270;2.529,0045;Estação Nova Cassarongongo;INSTALACAO EMB/DESEMB;415
Bahia;Recôncavo;7-BA-57-BA;7BA  0057  BA       ;BURACICA;Petrobras;480000036359746;2015/09;16,4684;0,0000;16,4684;0,0157;0,0000;0,0157;0,47119;503,8213;Estação Coletora Nova Tororó;INSTALACAO EMB/DESEMB;718
Bahia;Recôncavo;7-AG-164-BA;7AG  0164  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;64,7110;0,0000;64,7110;0,0153;0,0000;0,0153;0,00000;1.828,4398;Estação Olinda;INSTALACAO EMB/DESEMB;709
Bahia;Recôncavo;7-TQ-60-BA;7TQ  0060  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;32,4649;0,0000;32,4649;0,9632;0,0000;0,9632;28,56800;593,5528;Est. Rio Taquipe;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-BA-75-BA;7BA  0075  BA       ;BURACICA;Petrobras;480000036359746;2015/09;91,2668;0,0000;91,2668;0,0871;0,0000;0,0871;2,61174;1.558,5547;Estação Coletora Lameiro;INSTALACAO EMB/DESEMB;669
Bahia;Recôncavo;7-TQ-77-BA;7TQ  0077  BA       ;TAQUIPE;Petrobras;480000037009714;2015/09;24,6072;0,0000;24,6072;0,4572;0,0000;0,4572;13,56031;32,7494;Est. Rio Taquipe;INSTALACAO EMB/DESEMB;565
Bahia;Recôncavo;7-CS-23-BA;7CS  0023  BA       ;CASSARONGONGO;Petrobras;480000036409786;2015/09;57,3385;0,0000;57,3385;0,0138;0,0000;0,0138;0,39456;1.289,4379;Estação Nova Cassarongongo;INSTALACAO EMB/DESEMB;720
Bahia;Recôncavo;7-AG-184-BA;7AG  0184  BA       ;ÁGUA GRANDE;Petrobras;480000036299743;2015/09;20,1605;0,0000;20,1605;1,3743;0,0000;1,3743;0,00000;192,0520;Estação Coletora de Rio Ventura;INSTALACAO EMB/DESEMB;690
