Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;7-ET-1790D-RN;7ET1790DRN;ESTREITO;Petrobras;480000037939797;2020/12;0,1572;0,0000;0,1572;0,0001;0,0000;0,0001;0,00198;81,6052;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;208;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1789-RN;7ET1789RN;ESTREITO;Petrobras;480000037939797;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1566-RN;7ET1566RN;ESTREITO;Petrobras;480000037939797;2020/12;10,4831;0,0000;10,4831;0,0043;0,0000;0,0043;0,13421;185,6890;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1567-RN;7ET1567RN;ESTREITO;Petrobras;480000037939797;2020/12;0,5271;0,0000;0,5271;0,0002;0,0000;0,0002;0,00660;436,6303;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1760-RN;7ET1760RN;ESTREITO;Petrobras;480000037939797;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1773-RN;7ET1773RN;ESTREITO;Petrobras;480000037939797;2020/12;0,5279;0,0000;0,5279;0,0002;0,0000;0,0002;0,00660;174,3458;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1775D-RN;7ET1775DRN;ESTREITO;Petrobras;480000037939797;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1777-RN;7ET1777RN;ESTREITO;Petrobras;480000037939797;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;3-AP-12-RN;3AP  0012  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-AP-17-RN;7AP  0017  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;4,6437;0,0000;4,6437;0,0007;0,0000;0,0007;0,02259;105,1843;Estação Coletora Alto da Pedra B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-235-RN;7CAM 0235  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;1,2809;0,0000;1,2809;0,0002;0,0000;0,0002;0,00613;136,6171;Estação Coletora Canto do Amaro C;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;1-CJ-1-RN;1CJ  0001  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-238-RN;7CAM 0238  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-AP-19-RN;7AP  0019  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-239-RN;7CAM 0239  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,5868;0,0000;0,5868;0,0001;0,0000;0,0001;0,00280;9,5201;Estação Coletora Canto do Amaro B;INSTALACAO EMB/DESEMB;343;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-AP-21-RN;7AP  0021  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;9,2105;0,0000;9,2105;0,0015;0,0000;0,0015;0,04496;64,2802;Estação Coletora Alto da Pedra B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-AP-22-RN;7AP  0022  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Bahia;Recôncavo;7-JND-44D-BA;7JND44DBA;JANDAIA;Petrobras;486100094882003;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;88,52;2,91;2,41;0,52;0,82;0,28;0,35;0,35;0,15;0,11;0,03;0;0;0,09;2,48;0,98;2,04712;533,66267;37194,7296;07/03/2021
Bahia;Recôncavo;7-JND-45D-BA;7JND45DBA;JANDAIA;Petrobras;486100094882003;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;88,52;2,91;2,41;0,52;0,82;0,28;0,35;0,35;0,15;0,11;0,03;0;0;0,09;2,48;0,98;2,04712;533,66267;37194,7296;07/03/2021
Bahia;Recôncavo;7-JND-48D-BA;7JND48DBA;JANDAIA;Petrobras;486100094882003;2020/12;32,2505;0,0000;32,2505;0,2089;0,0000;0,2089;0,00000;454,9316;Estação Jandaia;INSTALACAO EMB/DESEMB;744;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;88,52;2,91;2,41;0,52;0,82;0,28;0,35;0,35;0,15;0,11;0,03;0;0;0,09;2,48;0,98;2,04712;533,66267;37194,7296;07/03/2021
Bahia;Recôncavo;7-JND-46D-BA;7JND46DBA;JANDAIA;Petrobras;486100094882003;2020/12;0,9382;0,0000;0,9382;0,0103;0,0000;0,0103;0,00000;0,0235;Estação Jandaia;INSTALACAO EMB/DESEMB;202;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;88,52;2,91;2,41;0,52;0,82;0,28;0,35;0,35;0,15;0,11;0,03;0;0;0,09;2,48;0,98;2,04712;533,66267;37194,7296;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-549D-RN;7CAM 0549D RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;2,6287;0,0000;2,6287;0,0004;0,0000;0,0004;0,01271;43,0109;Estação Coletora CAM-N;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-AP-210D-RN;7AP  0210D RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;19,1610;0,0000;19,1610;0,0030;0,0000;0,0030;0,09372;276,1294;Estação Coletora Alto da Pedra B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-556-RN;7CAM 0556  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,6401;0,0000;0,6401;0,0001;0,0000;0,0001;0,00306;53,3388;Estação Coletora Canto do Amaro J;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-554D-RN;7CAM 0554D RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-552D-RN;7CAM 0552D RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-553D-RN;7CAM 0553D RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-557-RN;7CAM 0557  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;13,2258;0,0000;13,2258;0,0021;0,0000;0,0021;0,06464;434,1093;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-558-RN;7CAM 0558  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;9,2927;0,0000;9,2927;0,0015;0,0000;0,0015;0,04538;678,1125;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-560-RN;7CAM 0560  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;1,4992;0,0000;1,4992;0,0002;0,0000;0,0002;0,00718;10,7266;Estação Coletora CAM-N;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-563-RN;7CAM 0563  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;3,2025;0,0000;3,2025;0,0005;0,0000;0,0005;0,01556;31,0506;Estação Coletora CAM-N;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Rio Grande do Norte;Potiguar;7-CAM-562-RN;7CAM 0562  RN;CANTO DO AMARO;Petrobras;480000037929724;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;07/03/2021
Bahia;Recôncavo;7-MG-80A-BA;7MG  0080R BA;MIRANGA;Petrobras;480000036739735;2020/12;0,0000;0,0000;0,0000;1,0584;0,0000;1,0584;32,75597;0,0000;Est. de Gás Não Associado (EGNA);INSTALACAO EMB/DESEMB;381;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Bahia;Recôncavo;7-MGP-82P-BA;7MGP82PBA;MIRANGA;Petrobras;480000036739735;2020/12;0,0000;0,0000;0,0000;2,8674;0,0000;2,8674;88,73966;0,0028;Est. de Gás Não Associado (EGNA);INSTALACAO EMB/DESEMB;381;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Bahia;Recôncavo;7-MGP-79-BA;7MGP79BA;MIRANGA;Petrobras;480000036739735;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Bahia;Recôncavo;7-MGP-80D-BA;7MGP80DBA;MIRANGA;Petrobras;480000036739735;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Bahia;Recôncavo;7-MG-116-BA;7MG  0116  BA;MIRANGA;Petrobras;480000036739735;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Bahia;Recôncavo;7-MG-117-BA;7MG  0117  BA;MIRANGA;Petrobras;480000036739735;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Bahia;Recôncavo;7-MG-120-BA;7MG  0120  BA;MIRANGA;Petrobras;480000036739735;2020/12;19,1831;0,0000;19,1831;0,7458;0,0000;0,7458;23,08149;1.256,2347;Est. C de Miranga;INSTALACAO EMB/DESEMB;712;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Bahia;Recôncavo;7-MGP-85D-BA;7MGP85DBA;MIRANGA;Petrobras;480000036739735;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Bahia;Recôncavo;7-MG-123-BA;7MG  0123  BA;MIRANGA;Petrobras;480000036739735;2020/12;0,2638;0,0000;0,2638;0,0197;0,0000;0,0197;0,60847;0,2376;Est. C de Miranga;INSTALACAO EMB/DESEMB;10;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Bahia;Recôncavo;7-MG-124-BA;7MG  0124  BA;MIRANGA;Petrobras;480000036739735;2020/12;21,1999;0,0000;21,1999;1,3310;0,0000;1,3310;41,19259;344,8958;Est. C de Miranga;INSTALACAO EMB/DESEMB;668;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Bahia;Recôncavo;7-MG-495P-BA;7MG495PBA;MIRANGA;Petrobras;480000036739735;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;80,389;9,45;4,316;0,932;1,383;0,417;0,485;0,527;0,351;0,233;0;0;0;0,003;0,595;0,922;2,04198;533,05261;40064,8376;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1720-RN;7ET1720RN;ESTREITO;Petrobras;480000037939797;2020/12;3,7796;0,0000;3,7796;0,0016;0,0000;0,0016;0,04829;308,3068;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1756D-RN;7ET1756DRN;ESTREITO;Petrobras;480000037939797;2020/12;0,1564;0,0000;0,1564;0,0001;0,0000;0,0001;0,00197;60,8340;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;207;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1719-RN;7ET1719RN;ESTREITO;Petrobras;480000037939797;2020/12;0,7866;0,0000;0,7866;0,0003;0,0000;0,0003;0,00992;34,4367;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1727-RN;7ET1727RN;ESTREITO;Petrobras;480000037939797;2020/12;1,1452;0,0000;1,1452;0,0005;0,0000;0,0005;0,01451;838,4919;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1724-RN;7ET1724RN;ESTREITO;Petrobras;480000037939797;2020/12;0,1530;0,0000;0,1530;0,0001;0,0000;0,0001;0,00192;39,5887;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;203;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Rio Grande do Norte;Potiguar;7-ET-1758D-RN;7ET1758DRN;ESTREITO;Petrobras;480000037939797;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/03/2021
Sergipe;Sergipe;9-SZ-160-SE;9SZ  0160  SE;CASTANHAL;Petrobras;480000038489787;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2017/02;Sergipano Terra;24,6;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;86,14;0,07;0,02;0,01;0,01;0;0,01;0,01;0;0;0;0;0;0;1,11;12,62;2,1316;543,77889;32546,2454;07/03/2021
Sergipe;Sergipe;9-SZ-164-SE;9SZ  0164  SE;CASTANHAL;Petrobras;480000038489787;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2017/02;Sergipano Terra;24,6;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;86,14;0,07;0,02;0,01;0,01;0;0,01;0,01;0;0;0;0;0;0;1,11;12,62;2,1316;543,77889;32546,2454;07/03/2021
Sergipe;Sergipe;7-SZ-192-SE;7SZ  0192  SE;CASTANHAL;Petrobras;480000038489787;2020/12;4,0691;0,0000;4,0691;0,0065;0,0000;0,0065;0,20038;43,3287;Castanhal;INSTALACAO EMB/DESEMB;721;2017/02;Sergipano Terra;24,6;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;86,14;0,07;0,02;0,01;0,01;0;0,01;0,01;0;0;0;0;0;0;1,11;12,62;2,1316;543,77889;32546,2454;07/03/2021
Sergipe;Sergipe;9-SZ-193-SE;9SZ  0193  SE;CASTANHAL;Petrobras;480000038489787;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2017/02;Sergipano Terra;24,6;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;86,14;0,07;0,02;0,01;0,01;0;0,01;0,01;0;0;0;0;0;0;1,11;12,62;2,1316;543,77889;32546,2454;07/03/2021
Sergipe;Sergipe;7-SZ-194-SE;7SZ  0194  SE;CASTANHAL;Petrobras;480000038489787;2020/12;3,2354;0,0000;3,2354;0,0051;0,0000;0,0051;0,15928;3,8605;Castanhal;INSTALACAO EMB/DESEMB;737;2017/02;Sergipano Terra;24,6;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;86,14;0,07;0,02;0,01;0,01;0;0,01;0,01;0;0;0;0;0;0;1,11;12,62;2,1316;543,77889;32546,2454;07/03/2021
Sergipe;Sergipe;9-SZ-196-SE;9SZ  0196  SE;CASTANHAL;Petrobras;480000038489787;2020/12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2017/02;Sergipano Terra;24,6;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;86,14;0,07;0,02;0,01;0,01;0;0,01;0,01;0;0;0;0;0;0;1,11;12,62;2,1316;543,77889;32546,2454;07/03/2021
