ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;Data: 29/03/2019;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 38 (Oracle 11g);;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês)
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Bahia;Recôncavo;7-C-10-BA;7C   0010  BA       ;CANDEIAS;Petrobras;480000036389734;2013/09;1,0076;0,0000;1,0076;0,0452;0,0000;0,0452;0,47188;0,0000;FPSO Polvo;UEP;483
Bahia;Recôncavo;7-A-6-BA;7A   0006  BA       ;ARATU;Petrobras;480000036329758;2013/09;0,0000;0,0000;0,0000;0,0000;0,1239;0,1239;3,71794;0,0000;FPSO Polvo;UEP;482
Bahia;Recôncavo;7-A-11-BA;7A   0011  BA       ;ARATU;Petrobras;480000036329758;2013/09;0,0000;0,0000;0,0000;0,0000;0,1239;0,1239;3,71794;0,0000;FPSO Polvo;UEP;482
Bahia;Recôncavo;7-C-25-BA;7C   0025  BA       ;CANDEIAS;Petrobras;480000036389734;2013/09;1,5873;0,0000;1,5873;0,7419;0,0000;0,7419;7,74521;0,0000;FPSO Polvo;UEP;0
Bahia;Recôncavo;7-C-40-BA;7C   0040  BA       ;CANDEIAS;Petrobras;480000036389734;2013/09;2,9204;0,0000;2,9204;0,2902;0,0000;0,2902;3,02930;0,0000;FPSO Polvo;UEP;0
Bahia;Recôncavo;7-C-42-BA;7C   0042  BA       ;CANDEIAS;Petrobras;480000036389734;2013/09;1,5873;0,0000;1,5873;0,5256;0,0000;0,5256;5,48754;0,0000;FPSO Polvo;UEP;482
Bahia;Recôncavo;7-C-41-BA;7C   0041  BA       ;CANDEIAS;Petrobras;480000036389734;2013/09;2,6505;0,0000;2,6505;0,1580;0,0000;0,1580;1,64987;0,0237;FPSO Polvo;UEP;482
Bahia;Recôncavo;7-C-18-BA;7C   0018  BA       ;CANDEIAS;Petrobras;480000036389734;2013/09;1,0491;0,0000;1,0491;0,0118;0,0000;0,0118;0,12318;0,0344;FPSO Polvo;UEP;470
Bahia;Recôncavo;7-C-46-BA;7C   0046  BA       ;CANDEIAS;Petrobras;480000036389734;2013/09;0,5246;0,0000;0,5246;0,1506;0,0000;0,1506;1,57241;0,0000;FPSO Polvo;UEP;482
