ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 38 (Oracle 11g);;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês)
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Bahia;Recôncavo;7-C-10-BA;7C   0010  BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;5,4881;0,0000;5,4881;1,0606;0,0000;1,0606;0,00000;0,0081;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;3-A-9-BA;3A   0009  BA       ;ARATU;Petrobras;480000036329758;2015/02;0,0000;0,0000;0,0000;0,0000;5,7831;5,7831;161,92758;0,0000;Estação de Gás de Aratu;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-A-11-BA;7A   0011  BA       ;ARATU;Petrobras;480000036329758;2015/02;0,0000;0,0000;0,0000;0,0000;3,4283;3,4283;95,99322;0,0000;Estação de Gás de Aratu;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-25-BA;7C   0025  BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;1,6459;0,0000;1,6459;0,1414;0,0000;0,1414;0,00000;0,0000;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-39-BA;7C   0039  BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;4,5165;0,0000;4,5165;0,4481;0,0000;0,4481;0,00000;0,0240;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-42-BA;7C   0042  BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;2,3522;0,0000;2,3522;0,4777;0,0000;0,4777;0,00000;0,2588;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-41-BA;7C   0041  BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;0,5647;0,0000;0,5647;0,1944;0,0000;0,1944;0,00000;0,0420;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-18-BA;7C   0018  BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;5,4881;0,0000;5,4881;0,2660;0,0000;0,2660;0,00000;0,0184;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-50-BA;7C   0050  BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;1,3981;0,0000;1,3981;0,3614;0,0000;0,3614;0,00000;0,0000;Estação São Paulinho;INSTALACAO EMB/DESEMB;0
