ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 38 (Oracle 11g);;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês)
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Espírito Santo;Espírito Santo;4-COG-3-ES;4COG 0003  ES       ;GARÇA BRANCA;Petrol;48610007064201700;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Ponto de Coleta de Garça Branca (COG-03);INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;1-KOCH-2D-RN;1KOCH2DRN           ;CARCARÁ;Central Resources;48610009127200500;2015/06;6,0571;0,0000;6,0571;0,0077;0,0000;0,0077;0,23000;6,7028;Ponto de Coleta de Carcará (1KOCH02DRN);INSTALACAO EMB/DESEMB;691
Rio Grande do Norte;Potiguar;1-POTI-7-RN;1POTI7RN            ;ROLINHA;Imetame;486100092272002;2015/06;2,6036;0,0000;2,6036;0,0041;0,0000;0,0041;0,12418;12,5415;Estação Coletora de Rolinha;INSTALACAO EMB/DESEMB;672
Rio Grande do Norte;Potiguar;7-ROL-1-RN;ROLINHA 01          ;ROLINHA;Imetame;486100092272002;2015/06;0,4852;0,0000;0,4852;0,0008;0,0000;0,0008;0,02314;0,0034;Estação Coletora de Rolinha;INSTALACAO EMB/DESEMB;288
Bahia;Recôncavo;7-SA-26-BA;7SA  0026  BA       ;SANTANA;Santana;480000036929780;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Bahia;Recôncavo;1-SA-1-BA;1SA  0001  BA       ;SANTANA;Santana;480000036929780;2015/06;23,6960;0,0000;23,6960;0,3226;0,0000;0,3226;9,67750;123,1442;;;710
Bahia;Recôncavo;7-SA-9-BA;7SA  0009  BA       ;SANTANA;Santana;480000036929780;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Bahia;Recôncavo;8-SA-22-BA;8SA  0022  BA       ;SANTANA;Santana;480000036929780;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Bahia;Recôncavo;7-SA-38D-BA;7SA  0038D BA       ;SANTANA;Santana;480000036929780;2015/06;46,5306;0,0000;46,5306;0,5151;0,0000;0,5151;15,45240;0,0000;;;716
Bahia;Recôncavo;7-SA-43DB-BA;SA-757-401-628B     ;SANTANA;Santana;480000036929780;2015/06;34,5290;0,0000;34,5290;0,5712;0,0000;0,5712;17,13610;6,9137;;;381
Sergipe;Sergipe;3-PDM-3D-SE;3PDM 0003D SE       ;TIGRE;Petroil;48610009279200500;2015/06;1,8031;0,0000;1,8031;0,0131;0,0000;0,0131;0,39375;0,1432;Estação Coletora de Ponta dos Mangues;INSTALACAO EMB/DESEMB;105
Sergipe;Sergipe;1-TG-1-SE;1TG  0001  SE       ;TIGRE;Petroil;48610009279200500;2015/06;15,8007;0,0000;15,8007;0,3156;0,0000;0,3156;9,46885;21,7434;Estação Coletora de Tigre;INSTALACAO EMB/DESEMB;536
Sergipe;Sergipe;3-PDM-7-SE;3PDM 0007  SE       ;TIGRE;Petroil;48610009279200500;2015/06;0,1711;0,0000;0,1711;0,0000;0,0000;0,0000;0,00000;0,0017;Estação Coletora de Ponta dos Mangues;INSTALACAO EMB/DESEMB;12
Bahia;Recôncavo;1-LPS-1-BA;1LPS 0001  BA       ;LAGOA DO PAULO SUL;Recôncavo E&P;486100092312002;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Ponto de Coleta de Lagoa do Paulo Sul;INSTALACAO EMB/DESEMB;0
Sergipe;Sergipe;1-PTA-3-SE;1PTA 0003  SE       ;HARPIA;Nord;48610009138200500;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Rio Grande do Norte;Potiguar;3-AURI-9-RN;3AURI9RN            ;JOÃO DE BARRO;Imetame;486100095092003;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de João de Barro (POT-T-302);INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;1-AURI-2-RN;1AURI2RN            ;JOÃO DE BARRO;Imetame;486100095092003;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de João de Barro (POT-T-302);INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;3-AURI-7-RN;3AURI7RN            ;JOÃO DE BARRO;Imetame;486100095092003;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de João de Barro (POT-T-302);INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;3-AURI-8-RN;3AURI8RN            ;JOÃO DE BARRO;Imetame;486100095092003;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de João de Barro (POT-T-302);INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;3-AURI-11-RN;3AURI11RN           ;JOÃO DE BARRO;Imetame;486100095092003;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de João de Barro (POT-T-302);INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;4-AURI-15-RN;4AURI15RN           ;JOÃO DE BARRO;Imetame;486100095092003;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de João de Barro (POT-T-302);INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;1-AURI-22-RN;1AURI22RN           ;JOÃO DE BARRO;Imetame;486100095092003;2015/06;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de João de Barro (POT-T-302);INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;7-JB-1-RN;7JB1RN              ;JOÃO DE BARRO;Imetame;486100095092003;2015/06;10,9872;0,0000;10,9872;0,1109;0,0000;0,1109;3,32678;0,0235;Ponto de Coleta Poço 7-JB-1-RN (João de Barro);INSTALACAO EMB/DESEMB;708
Rio Grande do Norte;Potiguar;7-REP-19-RN;7REP 0019  RN       ;BOA VISTA;Petrobras;480000038199789;2015/06;0,0688;0,0000;0,0688;0,0000;0,0000;0,0000;0,00137;5,3929;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;7-REP-12-RN;7REP 0012  RN       ;BOA VISTA;Petrobras;480000038199789;2015/06;0,0207;0,0000;0,0207;0,0000;0,0000;0,0000;0,00000;1,0799;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;1-BVS-3-RN;1BVS 0003  RN       ;BOA VISTA;Petrobras;480000037889757;2015/06;6,4831;0,0000;6,4831;0,0003;0,0000;0,0003;0,00842;281,3139;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;7-REP-16-RN;7REP 0016  RN       ;BOA VISTA;Petrobras;480000038199789;2015/06;8,7453;0,0000;8,7453;0,0014;0,0000;0,0014;0,03836;39,9810;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;3-REP-15-RN;3REP 0015  RN       ;BOA VISTA;Petrobras;480000037889757;2015/06;7,4345;0,0000;7,4345;0,0001;0,0000;0,0001;0,00315;115,8110;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;0
Rio Grande do Norte;Potiguar;7-REP-21-RN;7REP 0021  RN       ;BOA VISTA;Petrobras;480000038199789;2015/06;3,1359;0,0000;3,1359;0,0025;0,0000;0,0025;0,06883;176,8228;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;0
