Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio Grande do Norte;Potiguar;7-UPN-17-RN;7UPN 0017  RN;UPANEMA;PetroRecôncavo;480000038339718;2022/05;0;14,9439;14,9439;0;,4165;,4165;12,37979;,549;Estação Coletora de Upanema;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;84,87982;6,33915;3,69894;,79269;1,08593;,29433;,31574;,21022;,08091;,022;,0039;0;0;,0087;1,96853;,29914;2,03345;532,05577;38754,8831;10/10/2025
Rio Grande do Norte;Potiguar;7-UPN-19-RN;7UPN 0019  RN;UPANEMA;PetroRecôncavo;480000038339718;2022/05;20,1144;0;20,1144;,0288;0;,0288;,85732;94,6323;Estação Coletora de Upanema;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;84,87982;6,33915;3,69894;,79269;1,08593;,29433;,31574;,21022;,08091;,022;,0039;0;0;,0087;1,96853;,29914;2,03345;532,05577;38754,8831;10/10/2025
Rio Grande do Norte;Potiguar;7-UPN-37-RN;7UPN 0037  RN;UPANEMA;PetroRecôncavo;480000038339718;2022/05;,1025;0;,1025;1,7146;0;1,7146;50,96343;1,9847;Estação Coletora de Upanema;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;84,87982;6,33915;3,69894;,79269;1,08593;,29433;,31574;,21022;,08091;,022;,0039;0;0;,0087;1,96853;,29914;2,03345;532,05577;38754,8831;10/10/2025
Rio Grande do Norte;Potiguar;3-BRSA-1130-RN;3UPN40RN;UPANEMA;PetroRecôncavo;480000038339718;2022/05;1,8909;0;1,8909;,0267;0;,0267;,79468;7,1975;Estação Coletora de Upanema;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;84,87982;6,33915;3,69894;,79269;1,08593;,29433;,31574;,21022;,08091;,022;,0039;0;0;,0087;1,96853;,29914;2,03345;532,05577;38754,8831;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1389-RN;7ET1389RN;ESTREITO;3R Potiguar;480000037939797;2022/05;13,7422;0;13,7422;,0057;0;,0057;,17609;204,3807;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;582;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1392-RN;7ET1392RN;ESTREITO;3R Potiguar;480000037939797;2022/05;6,4986;0;6,4986;,0027;0;,0027;,08327;54,2346;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;577;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1419D-RN;7ET1419DRN;ESTREITO;3R Potiguar;480000037939797;2022/05;,3439;0;,3439;,0001;0;,0001;,0044;138,9701;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;445;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1363-RN;7ET1363RN;ESTREITO;3R Potiguar;480000037939797;2022/05;7,8233;0;7,8233;,0032;0;,0032;,10024;49,6065;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;582;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1353-RN;7ET1353RN;ESTREITO;3R Potiguar;480000037939797;2022/05;3,5631;0;3,5631;,0015;0;,0015;,04566;115,2107;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;531;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1458D-RN;7ET1458DRN;ESTREITO;3R Potiguar;480000037939797;2022/05;0;0;0;0;0;0;0;0;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1336-RN;7ET1336RN;ESTREITO;3R Potiguar;480000037939797;2022/05;4,2992;0;4,2992;,0018;0;,0018;,05509;343,027;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;559;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1388-RN;7ET1388RN;ESTREITO;3R Potiguar;480000037939797;2022/05;1,1385;0;1,1385;,0005;0;,0005;,01459;100,0595;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;553;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1326-RN;7ET1326RN;ESTREITO;3R Potiguar;480000037939797;2022/05;3,3594;0;3,3594;,0014;0;,0014;,04306;42,6737;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;539;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1132-RN;7ET1132RN;ESTREITO;3R Potiguar;480000037939797;2022/05;6,1445;0;6,1445;,0025;0;,0025;,07873;744,1318;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;563;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1425D-RN;7ET1425DRN;ESTREITO;3R Potiguar;480000037939797;2022/05;10,9343;0;10,9343;,0045;0;,0045;,14011;313,2293;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;482;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1140-RN;7ET1140RN;ESTREITO;3R Potiguar;480000037939797;2022/05;2,4699;0;2,4699;,001;0;,001;,03165;20,2303;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;302;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1432-RN;7ET1432RN;ESTREITO;3R Potiguar;480000037939797;2022/05;5,896;0;5,896;,0024;0;,0024;,07555;649,6637;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;437;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1377-RN;7ET1377RN;ESTREITO;3R Potiguar;480000037939797;2022/05;0;0;0;0;0;0;0;0;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
Rio Grande do Norte;Potiguar;7-ET-1424-RN;7ET1424RN;ESTREITO;3R Potiguar;480000037939797;2022/05;0;0;0;0;0;0;0;0;;;0;2020/11;RGN Mistura;23,2;< 290ºC;20,6%;290ºC a 380ºC;14,2%;> 380ºC;65,2%;;;;;;;;;;;;;;;;;;;;10/10/2025
