ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 38 (Oracle 11g);;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês)
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Alagoas;Alagoas;4-ALS-39-AL;4ALS 0039  AL       ;PARU;Petrobras;480000038409775;2015/04;0,0000;265,2790;265,2790;0,0000;192,0432;192,0432;5.761,29500;0,0000;Estação de Paru;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-137-BA;7C   0137  BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;9,0626;0,0000;9,0626;3,5154;0,0000;3,5154;0,00000;0,0249;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-170-BA;7C   0170  BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;25,0450;0,0000;25,0450;3,6169;0,0000;3,6169;0,00000;0,8653;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-173D-BA;7C   0173D BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;33,0077;0,0000;33,0077;4,5981;0,0000;4,5981;0,00000;0,0631;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-174D-BA;7C   0174D BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;8,0744;0,0000;8,0744;0,9586;0,0000;0,9586;0,00000;0,0128;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-185-BA;7C   0185  BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;5,4812;0,0000;5,4812;0,2665;0,0000;0,2665;0,00000;0,0038;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-197D-BA;7C   0197D BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;25,9809;0,0000;25,9809;6,7705;0,0000;6,7705;0,00000;0,1736;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-201D-BA;7C   0201D BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;5,3824;0,0000;5,3824;6,3908;0,0000;6,3908;0,00000;0,0623;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-202D-BA;7C   0202D BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;18,8405;0,0000;18,8405;12,4723;0,0000;12,4723;0,00000;0,0161;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-203D-BA;7C   0203D BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;1,9037;0,0000;1,9037;0,2401;0,0000;0,2401;0,00000;0,0086;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-211D-BA;7C   0211D BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;8,6814;0,0000;8,6814;2,0347;0,0000;2,0347;0,00000;0,0243;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-212D-BA;7C   0212D BA       ;CANDEIAS;Petrobras;480000036389734;2015/04;9,1020;0,0000;9,1020;1,7300;0,0000;1,7300;0,00000;0,1073;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Camamu;7-MNT-1-BAS;7MNT1BAS            ;MANATI;Petrobras;480000035189782;2015/04;0,0000;77,1368;77,1368;0,0000;887,9030;887,9030;26.625,46244;12,2834;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-2-BAS;7MNT2BAS            ;MANATI;Petrobras;480000035189782;2015/04;0,0000;72,1286;72,1286;0,0000;900,6750;900,6750;27.008,45646;12,4599;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-3-BAS;7MNT3BAS            ;MANATI;Petrobras;480000035189782;2015/04;0,0000;61,3194;61,3194;0,0000;723,0265;723,0265;21.681,32537;10,0014;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-4-BAS;7MNT4BAS            ;MANATI;Petrobras;480000035189782;2015/04;0,0000;80,4632;80,4632;0,0000;948,7536;948,7536;28.450,18254;11,9320;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-5D-BAS;7MNT5DBAS           ;MANATI;Petrobras;480000035189782;2015/04;0,0000;92,9565;92,9565;0,0000;1.096,0613;1.096,0613;32.867,48593;15,1637;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-6D-BAS;7MNT6DBAS           ;MANATI;Petrobras;480000035189782;2015/04;0,0000;107,4755;107,4755;0,0000;1.267,2581;1.267,2581;38.001,14670;17,5322;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Recôncavo;8-DJM-881H-BAS;8DJM881HBAS         ;DOM JOÃO MAR;Petrobras;480000036459708;2015/04;4,8069;0,0000;4,8069;0,0061;0,0000;0,0061;0,18332;43,2863;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-DJM-856H-BAS;7DJM856HBAS         ;DOM JOÃO MAR;Petrobras;480000036459708;2015/04;56,1238;0,0000;56,1238;0,0714;0,0000;0,0714;2,14136;789,6150;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-DJM-882H-BAS;7DJM882HBAS         ;DOM JOÃO MAR;Petrobras;480000036459708;2015/04;1,9620;0,0000;1,9620;0,0025;0,0000;0,0025;0,07485;8,3868;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;0
Ceará;Ceará;7-CES-84D-CE;7CES 0084D CE       ;ATUM;Petrobras;480000037759713;2015/04;310,9194;0,0000;310,9194;2,0679;0,0000;2,0679;58,33808;114,9637;PLATAFORMA DE ATUM 1;UEP;0
Ceará;Ceará;7-AT-2D-CES;7AT  0002D CES      ;ATUM;Petrobras;480000037759713;2015/04;38,0118;0,0000;38,0118;0,3022;0,0000;0,3022;8,52578;268,0495;PLATAFORMA DE ATUM 1;UEP;0
Ceará;Ceará;7-AT-4D-CES;7AT  0004D CES      ;ATUM;Petrobras;480000037759713;2015/04;434,2567;0,0000;434,2567;3,3168;0,0000;3,3168;93,57298;226,0910;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-6D-CES;7AT  0006D CES      ;ATUM;Petrobras;480000037759713;2015/04;13,7747;0,0000;13,7747;0,2060;0,0000;0,2060;5,81273;320,6554;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-7D-CES;7AT  0007D CES      ;ATUM;Petrobras;480000037759713;2015/04;399,6621;0,0000;399,6621;7,9363;0,0000;7,9363;223,89634;164,1313;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-21DP-CES;7AT21DPCES          ;ATUM;Petrobras;480000037759713;2015/04;37,3558;0,0000;37,3558;0,6342;0,0000;0,6342;17,89177;15,0352;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-22DP-CES;7AT22DPCES          ;ATUM;Petrobras;480000037759713;2015/04;162,9296;0,0000;162,9296;1,5106;0,0000;1,5106;42,61545;114,0148;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;8-AT-12D-CES;8AT  0012D CES      ;ATUM;Petrobras;480000037759713;2015/04;71,0843;0,0000;71,0843;0,4144;0,0000;0,4144;11,68964;32,2541;PLATAFORMA DE ATUM 3;UEP;0
Ceará;Ceará;7-AT-13D-CES;7AT  0013D CES      ;ATUM;Petrobras;480000037759713;2015/04;123,4832;0,0000;123,4832;1,3418;0,0000;1,3418;37,85324;172,1072;PLATAFORMA DE ATUM 3;UEP;0
Ceará;Ceará;7-AT-16D-CES;7AT  0016D CES      ;ATUM;Petrobras;480000037759713;2015/04;50,5309;0,0000;50,5309;1,8418;0,0000;1,8418;51,95973;305,0342;PLATAFORMA DE ATUM 3;UEP;0
Ceará;Ceará;7-XA-1D-CES;7XA  0001D CES      ;XARÉU;Petrobras;480000037789701;2015/04;112,4427;0,0000;112,4427;0,7644;0,0000;0,7644;20,52422;253,5844;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-3D-CES;7XA  0003D CES      ;XARÉU;Petrobras;480000037789701;2015/04;146,2238;0,0000;146,2238;0,4542;0,0000;0,4542;12,19499;128,1285;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-4D-CES;7XA  0004D CES      ;XARÉU;Petrobras;480000037789701;2015/04;139,0490;0,0000;139,0490;0,4453;0,0000;0,4453;11,95589;105,8074;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-8D-CES;7XA  0008D CES      ;XARÉU;Petrobras;480000037789701;2015/04;182,5643;0,0000;182,5643;1,6469;0,0000;1,6469;44,22153;388,8639;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-9-CES;7XA  0009  CES      ;XARÉU;Petrobras;480000037789701;2015/04;162,0777;0,0000;162,0777;0,8452;0,0000;0,8452;22,69381;213,2856;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-11D-CES;7XA  0011D CES      ;XARÉU;Petrobras;480000037789701;2015/04;197,2315;0,0000;197,2315;1,0032;0,0000;1,0032;26,93675;33,6566;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-12D-CES;7XA  0012D CES      ;XARÉU;Petrobras;480000037789701;2015/04;114,3907;0,0000;114,3907;1,5164;0,0000;1,5164;40,71618;513,0118;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-13D-CES;7XA  0013D CES      ;XARÉU;Petrobras;480000037789701;2015/04;183,0010;0,0000;183,0010;1,3174;0,0000;1,3174;35,37294;215,5398;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-15D-CES;7XA  0015D CES      ;XARÉU;Petrobras;480000037789701;2015/04;171,7533;0,0000;171,7533;0,4654;0,0000;0,4654;12,49561;40,6697;PLATAFORMA DE XAREU 2;UEP;0
Ceará;Ceará;7-XA-17D-CES;7XA  0017D CES      ;XARÉU;Petrobras;480000037789701;2015/04;130,5331;0,0000;130,5331;1,2472;0,0000;1,2472;33,48834;157,5964;PLATAFORMA DE XAREU 2;UEP;0
Ceará;Ceará;7-XA-20D-CES;7XA  0020D CES      ;XARÉU;Petrobras;480000037789701;2015/04;115,9361;0,0000;115,9361;0,5446;0,0000;0,5446;14,62203;1,4045;PLATAFORMA DE XAREU 3;UEP;0
Ceará;Ceará;7-XA-24D-CES;7XA  0024D CES      ;XARÉU;Petrobras;480000037789701;2015/04;4,0645;0,0000;4,0645;0,0491;0,0000;0,0491;1,31902;0,0520;PLATAFORMA DE XAREU 3;UEP;0
Ceará;Ceará;7-XA-28D-CES;7XA  0028D CES      ;XARÉU;Petrobras;480000037789701;2015/04;129,5271;0,0000;129,5271;0,5616;0,0000;0,5616;15,07853;244,2159;PLATAFORMA DE XAREU 3;UEP;0
Ceará;Ceará;7-XA-36HP-CES;7XA36HPCES          ;XARÉU;Petrobras;480000037789701;2015/04;38,8419;0,0000;38,8419;0,1355;0,0000;0,1355;3,63858;347,4405;PLATAFORMA DE XAREU 3;UEP;0
Ceará;Ceará;7-XA-38HP-CES;7XA38HPCES          ;XARÉU;Petrobras;480000037789701;2015/04;15,0658;0,0000;15,0658;0,0589;0,0000;0,0589;1,58216;5,7051;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-39HP-CES;7XA39HPCES          ;XARÉU;Petrobras;480000037789701;2015/04;15,0658;0,0000;15,0658;0,0589;0,0000;0,0589;1,58216;5,7051;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-CR-2D-CES;7CR  0002D CES      ;CURIMÃ;Petrobras;480000037769778;2015/04;142,5573;0,0000;142,5573;7,0897;0,0000;7,0897;207,75149;913,5874;PLATAFORMA DE CURIMÃ 2;UEP;0
Ceará;Ceará;7-CR-6D-CES;7CR  0006D CES      ;CURIMÃ;Petrobras;480000037769778;2015/04;195,6148;0,0000;195,6148;3,1210;0,0000;3,1210;91,45630;227,3838;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-7D-CES;7CR  0007D CES      ;CURIMÃ;Petrobras;480000037769778;2015/04;68,0650;0,0000;68,0650;3,0190;0,0000;3,0190;88,46584;321,6408;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-11D-CES;7CR  0011D CES      ;CURIMÃ;Petrobras;480000037769778;2015/04;51,3387;0,0000;51,3387;1,2045;0,0000;1,2045;35,29436;462,0480;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-14D-CES;7CR  0014D CES      ;CURIMÃ;Petrobras;480000037769778;2015/04;121,9374;0,0000;121,9374;3,0627;0,0000;3,0627;89,74595;271,4059;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-21D-CES;7CR  0021D CES      ;CURIMÃ;Petrobras;480000037769778;2015/04;71,5487;0,0000;71,5487;2,2638;0,0000;2,2638;66,33522;439,5095;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-22D-CES;7CR  0022D CES      ;CURIMÃ;Petrobras;480000037769778;2015/04;239,7596;0,0000;239,7596;5,3808;0,0000;5,3808;157,67360;1.816,0441;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-24D-CES;7CR  0024D CES      ;CURIMÃ;Petrobras;480000037769778;2015/04;84,6631;0,0000;84,6631;3,5623;0,0000;3,5623;104,38750;761,9681;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;3-CES-37D-CE;3CES 0037D CE       ;ESPADA;Petrobras;480000037779731;2015/04;182,5290;0,0000;182,5290;7,0573;0,0000;7,0573;204,11356;778,7464;PLATAFORMA DE ESPADA 1;UEP;0
Ceará;Ceará;3-CES-38D-CE;3CES 0038D CE       ;ESPADA;Petrobras;480000037779731;2015/04;133,6815;0,0000;133,6815;1,4586;0,0000;1,4586;42,18453;35,8458;PLATAFORMA DE ESPADA 1;UEP;0
Ceará;Ceará;7-EP-4D-CES;7EP  0004D CES      ;ESPADA;Petrobras;480000037779731;2015/04;149,7725;0,0000;149,7725;1,5790;0,0000;1,5790;45,66931;2,7904;PLATAFORMA DE ESPADA 1;UEP;0
Ceará;Ceará;7-EP-7D-CES;7EP  0007D CES      ;ESPADA;Petrobras;480000037779731;2015/04;661,0511;0,0000;661,0511;6,4299;0,0000;6,4299;185,96671;2,6514;PLATAFORMA DE ESPADA 1;UEP;0
Ceará;Ceará;7-EP-8DP-CES;7EP  0008DPCES      ;ESPADA;Petrobras;480000037779731;2015/04;310,8776;0,0000;310,8776;2,0318;0,0000;2,0318;58,76318;1,2456;PLATAFORMA DE ESPADA 1;UEP;0
Espírito Santo;Campos;6-BRSA-631DB-ESS;6BAZ1DBESS          ;BALEIA AZUL;Petrobras;480000035609749;2015/04;16.208,4533;0,0000;16.208,4533;526,4403;0,0000;526,4403;15.780,58809;916,1270;FPSO CIDADE DE ANCHIETA;UEP;0
Espírito Santo;Campos;7-BAZ-4-ESS;7BAZ4ESS            ;BALEIA AZUL;Petrobras;480000035609749;2015/04;14.766,3569;0,0000;14.766,3569;549,5817;0,0000;549,5817;16.474,27707;7.850,3632;FPSO CIDADE DE ANCHIETA;UEP;0
Espírito Santo;Campos;7-BAZ-6-ESS;7BAZ6ESS            ;BALEIA AZUL;Petrobras;480000035609749;2015/04;16.924,9315;0,0000;16.924,9315;604,8249;0,0000;604,8249;18.130,24935;7.561,2863;FPSO CIDADE DE ANCHIETA;UEP;0
Espírito Santo;Campos;7-BAZ-8-ESS;7BAZ8ESS            ;BALEIA AZUL;Petrobras;480000035609749;2015/04;6.800,7082;0,0000;6.800,7082;212,0304;0,0000;212,0304;6.355,82785;110,9816;PETROBRAS 58;UEP;0
Espírito Santo;Campos;7-BFR-3HP-ESS;7BFR3HPESS          ;BALEIA FRANCA;Petrobras;480000035609749;2015/04;5.324,1839;0,0000;5.324,1839;146,5620;0,0000;146,5620;4.392,22436;33,5161;FPSO CAPIXABA;UEP;0
Espírito Santo;Campos;7-BFR-7-ESS;7BFR7ESS            ;BALEIA FRANCA;Petrobras;480000035609749;2015/04;3.649,6178;0,0000;3.649,6178;120,2347;0,0000;120,2347;3.603,23794;0,0000;PETROBRAS 58;UEP;0
Espírito Santo;Campos;7-BFR-12PA-ESS;7BFR12PAESS         ;BALEIA FRANCA;Petrobras;480000035609749;2015/04;3.729,2323;0,0000;3.729,2323;145,7022;0,0000;145,7022;4.366,45769;19,0271;PETROBRAS 58;UEP;0
Espírito Santo;Campos;7-BFR-10HP-ESS;7BFR10HPESS         ;BALEIA FRANCA;Petrobras;480000035609749;2015/04;2.706,8680;0,0000;2.706,8680;29,0243;0,0000;29,0243;869,81198;279,7789;PETROBRAS 58;UEP;0
Espírito Santo;Espírito Santo;4-BRSA-249-ESS;4ESS132             ;GOLFINHO;Petrobras;480000035359700;2015/04;0,0000;573,2539;573,2539;0,0000;459,4722;459,4722;13.763,85601;17,1959;FPSO CIDADE DE VITÓRIA;UEP;0
Espírito Santo;Espírito Santo;7-GLF-8H-ESS;7GLF8HESS           ;GOLFINHO;Petrobras;480000035359700;2015/04;2.207,3329;0,0000;2.207,3329;20,1876;0,0000;20,1876;604,73475;6.320,6313;FPSO CIDADE DE VITÓRIA;UEP;0
Espírito Santo;Espírito Santo;7-GLF-27HA-ESS;7GLF27HAESS         ;GOLFINHO;Petrobras;480000035359700;2015/04;5.093,2336;0,0000;5.093,2336;30,9457;0,0000;30,9457;927,00387;21.341,0978;FPSO CIDADE DE VITÓRIA;UEP;0
