ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 38 (Oracle 11g);;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês)
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Alagoas;Alagoas;4-ALS-39-AL;4ALS 0039  AL       ;PARU;Petrobras;480000038409775;2015/10;0,0000;176,7686;176,7686;0,0000;128,8839;128,8839;3.995,40000;0,0000;Estação de Paru;INSTALACAO EMB/DESEMB;472
Bahia;Recôncavo;7-C-173D-BA;7C   0173D BA       ;CANDEIAS;Petrobras;480000036389734;2015/10;22,0078;0,0000;22,0078;2,5710;0,0000;2,5710;0,00000;0,0000;Estação Pedra Branca;INSTALACAO EMB/DESEMB;744
Bahia;Recôncavo;7-C-174D-BA;7C   0174D BA       ;CANDEIAS;Petrobras;480000036389734;2015/10;10,7067;0,0000;10,7067;1,0423;0,0000;1,0423;0,00000;0,0290;Estação Pedra Branca;INSTALACAO EMB/DESEMB;744
Bahia;Recôncavo;7-C-197D-BA;7C   0197D BA       ;CANDEIAS;Petrobras;480000036389734;2015/10;27,3613;0,0000;27,3613;5,8921;0,0000;5,8921;0,00000;0,0239;Estação Pedra Branca;INSTALACAO EMB/DESEMB;744
Bahia;Recôncavo;7-C-201D-BA;7C   0201D BA       ;CANDEIAS;Petrobras;480000036389734;2015/10;4,7583;0,0000;4,7583;1,8530;0,0000;1,8530;0,00000;0,0542;Estação Pedra Branca;INSTALACAO EMB/DESEMB;744
Bahia;Recôncavo;7-C-202D-BA;7C   0202D BA       ;CANDEIAS;Petrobras;480000036389734;2015/10;14,8699;0,0000;14,8699;2,8953;0,0000;2,8953;0,00000;0,0000;Estação Pedra Branca;INSTALACAO EMB/DESEMB;744
Bahia;Recôncavo;7-C-211D-BA;7C   0211D BA       ;CANDEIAS;Petrobras;480000036389734;2015/10;5,1144;0,0000;5,1144;0,9864;0,0000;0,9864;0,00000;0,0071;Estação Pedra Branca;INSTALACAO EMB/DESEMB;711
Bahia;Recôncavo;7-C-212D-BA;7C   0212D BA       ;CANDEIAS;Petrobras;480000036389734;2015/10;7,8466;0,0000;7,8466;1,2652;0,0000;1,2652;0,00000;0,0126;Estação Pedra Branca;INSTALACAO EMB/DESEMB;626
Bahia;Recôncavo;8-DJM-881H-BAS;8DJM881HBAS         ;DOM JOÃO MAR;Petrobras;480000036459708;2015/10;31,2173;0,0000;31,2173;0,0397;0,0000;0,0397;1,23073;213,3047;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;744
Bahia;Recôncavo;7-DJM-854H-BAS;7DJM854HBAS         ;DOM JOÃO MAR;Petrobras;480000036459708;2015/10;0,0241;0,0000;0,0241;0,0000;0,0000;0,0000;0,00041;0,2768;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;1
Bahia;Recôncavo;7-DJM-856H-BAS;7DJM856HBAS         ;DOM JOÃO MAR;Petrobras;480000036459708;2015/10;14,7630;0,0000;14,7630;0,0188;0,0000;0,0188;0,58198;585,7489;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;744
Bahia;Recôncavo;7-DJM-857H-BAS;7DJM857HBAS         ;DOM JOÃO MAR;Petrobras;480000036459708;2015/10;20,4106;0,0000;20,4106;0,0260;0,0000;0,0260;0,80464;518,1077;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;744
Bahia;Camamu;7-MNT-1-BAS;7MNT1BAS            ;MANATI;Petrobras;480000035189782;2015/10;0,0000;71,2619;71,2619;0,0000;833,2988;833,2988;25.819,38511;11,5274;PLATAFORMA DE MANATI 1;UEP;335
Bahia;Camamu;7-MNT-2-BAS;7MNT2BAS            ;MANATI;Petrobras;480000035189782;2015/10;0,0000;102,8995;102,8995;0,0000;1.212,4572;1.212,4572;37.567,43736;16,7739;PLATAFORMA DE MANATI 1;UEP;335
Bahia;Camamu;7-MNT-3-BAS;7MNT3BAS            ;MANATI;Petrobras;480000035189782;2015/10;0,0000;77,8715;77,8715;0,0000;910,5893;910,5893;28.214,19727;12,5975;PLATAFORMA DE MANATI 1;UEP;335
Bahia;Camamu;7-MNT-4-BAS;7MNT4BAS            ;MANATI;Petrobras;480000035189782;2015/10;0,0000;82,3170;82,3170;0,0000;958,7789;958,7789;29.707,32902;12,0572;PLATAFORMA DE MANATI 1;UEP;335
Bahia;Camamu;7-MNT-5D-BAS;7MNT5DBAS           ;MANATI;Petrobras;480000035189782;2015/10;0,0000;96,5358;96,5358;0,0000;1.123,1831;1.123,1831;34.801,31761;15,5395;PLATAFORMA DE MANATI 1;UEP;335
Bahia;Camamu;7-MNT-6D-BAS;7MNT6DBAS           ;MANATI;Petrobras;480000035189782;2015/10;0,0000;86,6016;86,6016;0,0000;979,5420;979,5420;30.350,66493;13,5515;PLATAFORMA DE MANATI 1;UEP;335
Ceará;Ceará;7-CES-84D-CE;7CES 0084D CE       ;ATUM;Petrobras;480000037759713;2015/10;218,6425;0,0000;218,6425;1,9695;0,0000;1,9695;57,99729;138,1175;PLATAFORMA DE ATUM 1;UEP;732
Ceará;Ceará;7-AT-4D-CES;7AT  0004D CES      ;ATUM;Petrobras;480000037759713;2015/10;486,8597;0,0000;486,8597;2,7286;0,0000;2,7286;80,35011;107,4614;PLATAFORMA DE ATUM 2;UEP;726
Ceará;Ceará;7-AT-7D-CES;7AT  0007D CES      ;ATUM;Petrobras;480000037759713;2015/10;379,4415;0,0000;379,4415;6,8839;0,0000;6,8839;202,71124;139,2732;PLATAFORMA DE ATUM 2;UEP;732
Ceará;Ceará;7-AT-21DP-CES;7AT21DPCES          ;ATUM;Petrobras;480000037759713;2015/10;87,6122;0,0000;87,6122;1,0404;0,0000;1,0404;30,63701;576,1123;PLATAFORMA DE ATUM 2;UEP;716
