ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 38 (Oracle 11g);;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês)
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Alagoas;Alagoas;4-ALS-39-AL;4ALS 0039  AL       ;PARU;Petrobras;480000038409775;2015/01;0,0000;272,6328;272,6328;0,0000;175,6043;175,6043;5.443,73400;0,0000;Estação de Paru;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-137-BA;7C   0137  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;15,8067;0,0000;15,8067;3,9172;0,0000;3,9172;0,00000;0,0603;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-170-BA;7C   0170  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;16,3874;0,0000;16,3874;1,5404;0,0000;1,5404;0,00000;0,3565;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-173D-BA;7C   0173D BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;21,0167;0,0000;21,0167;1,9828;0,0000;1,9828;0,00000;0,0211;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-174D-BA;7C   0174D BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;13,4097;0,0000;13,4097;1,0533;0,0000;1,0533;0,00000;0,0235;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-185-BA;7C   0185  BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;2,1249;0,0000;2,1249;0,0608;0,0000;0,0608;0,00000;0,0087;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-197D-BA;7C   0197D BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;21,1973;0,0000;21,1973;3,6817;0,0000;3,6817;0,00000;0,1250;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-201D-BA;7C   0201D BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;0,6217;0,0000;0,6217;0,4887;0,0000;0,4887;0,00000;0,0120;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-202D-BA;7C   0202D BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;20,7783;0,0000;20,7783;9,0500;0,0000;9,0500;0,00000;0,0174;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-203D-BA;7C   0203D BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;2,4861;0,0000;2,4861;0,4301;0,0000;0,4301;0,00000;0,0144;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-211D-BA;7C   0211D BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;8,2762;0,0000;8,2762;1,3539;0,0000;1,3539;0,00000;0,2528;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-212D-BA;7C   0212D BA       ;CANDEIAS;Petrobras;480000036389734;2015/01;7,9388;0,0000;7,9388;0,9991;0,0000;0,9991;0,00000;0,0935;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-DJM-856H-BAS;7DJM856HBAS         ;DOM JOÃO MAR;Petrobras;480000036459708;2015/01;0,6517;0,0000;0,6517;0,0008;0,0000;0,0008;0,02556;17,8704;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;0
Bahia;Camamu;7-MNT-1-BAS;7MNT1BAS            ;MANATI;Petrobras;480000035189782;2015/01;0,0000;77,4708;77,4708;0,0000;881,2817;881,2817;27.307,39406;12,1919;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-2-BAS;7MNT2BAS            ;MANATI;Petrobras;480000035189782;2015/01;0,0000;93,8281;93,8281;0,0000;1.065,9200;1.065,9200;33.028,59532;14,7466;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-3-BAS;7MNT3BAS            ;MANATI;Petrobras;480000035189782;2015/01;0,0000;61,1075;61,1075;0,0000;698,6118;698,6118;21.647,18492;9,6638;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-4-BAS;7MNT4BAS            ;MANATI;Petrobras;480000035189782;2015/01;0,0000;87,1131;87,1131;0,0000;990,4717;990,4717;30.690,75389;12,4563;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-5D-BAS;7MNT5DBAS           ;MANATI;Petrobras;480000035189782;2015/01;0,0000;83,5027;83,5027;0,0000;954,3405;954,3405;29.571,19504;13,2025;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-6D-BAS;7MNT6DBAS           ;MANATI;Petrobras;480000035189782;2015/01;0,0000;104,2469;104,2469;0,0000;1.187,2731;1.187,2731;36.788,84410;16,4261;PLATAFORMA DE MANATI 1;UEP;0
Ceará;Ceará;7-CES-84D-CE;7CES 0084D CE       ;ATUM;Petrobras;480000037759713;2015/01;290,5190;0,0000;290,5190;2,5831;0,0000;2,5831;76,44006;163,6678;PLATAFORMA DE ATUM 1;UEP;0
Ceará;Ceará;7-AT-4D-CES;7AT  0004D CES      ;ATUM;Petrobras;480000037759713;2015/01;465,1116;0,0000;465,1116;3,3941;0,0000;3,3941;100,43931;270,0144;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-6D-CES;7AT  0006D CES      ;ATUM;Petrobras;480000037759713;2015/01;33,8402;0,0000;33,8402;0,3104;0,0000;0,3104;9,18518;274,6492;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-7D-CES;7AT  0007D CES      ;ATUM;Petrobras;480000037759713;2015/01;398,5155;0,0000;398,5155;12,0755;0,0000;12,0755;357,34358;158,8985;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-21DP-CES;7AT21DPCES          ;ATUM;Petrobras;480000037759713;2015/01;64,2737;0,0000;64,2737;0,9046;0,0000;0,9046;26,76792;33,3167;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-22DP-CES;7AT22DPCES          ;ATUM;Petrobras;480000037759713;2015/01;179,5773;0,0000;179,5773;1,2997;0,0000;1,2997;38,46210;129,1406;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-10D-CES;7AT  0010D CES      ;ATUM;Petrobras;480000037759713;2015/01;0,5446;0,0000;0,5446;0,7104;0,0000;0,7104;21,02310;544,0312;PLATAFORMA DE ATUM 3;UEP;0
Ceará;Ceará;8-AT-12D-CES;8AT  0012D CES      ;ATUM;Petrobras;480000037759713;2015/01;147,2087;0,0000;147,2087;0,8872;0,0000;0,8872;26,25455;46,2630;PLATAFORMA DE ATUM 3;UEP;0
Ceará;Ceará;7-AT-13D-CES;7AT  0013D CES      ;ATUM;Petrobras;480000037759713;2015/01;9,4617;0,0000;9,4617;1,2588;0,0000;1,2588;37,25137;41,0396;PLATAFORMA DE ATUM 3;UEP;0
Ceará;Ceará;7-AT-16D-CES;7AT  0016D CES      ;ATUM;Petrobras;480000037759713;2015/01;92,1262;0,0000;92,1262;1,4403;0,0000;1,4403;42,62274;300,2153;PLATAFORMA DE ATUM 3;UEP;0
Ceará;Ceará;7-XA-1D-CES;7XA  0001D CES      ;XARÉU;Petrobras;480000037789701;2015/01;98,3617;0,0000;98,3617;0,6851;0,0000;0,6851;19,08490;298,8469;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-3D-CES;7XA  0003D CES      ;XARÉU;Petrobras;480000037789701;2015/01;218,4768;0,0000;218,4768;0,6824;0,0000;0,6824;19,00769;60,3832;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-8D-CES;7XA  0008D CES      ;XARÉU;Petrobras;480000037789701;2015/01;180,1736;0,0000;180,1736;1,7420;0,0000;1,7420;48,52561;277,7862;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-9-CES;7XA  0009  CES      ;XARÉU;Petrobras;480000037789701;2015/01;108,0764;0,0000;108,0764;0,5650;0,0000;0,5650;15,73826;287,1016;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-11D-CES;7XA  0011D CES      ;XARÉU;Petrobras;480000037789701;2015/01;128,8175;0,0000;128,8175;0,7441;0,0000;0,7441;20,72668;127,0734;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-12D-CES;7XA  0012D CES      ;XARÉU;Petrobras;480000037789701;2015/01;42,8269;0,0000;42,8269;0,6546;0,0000;0,6546;18,23589;540,9918;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-13D-CES;7XA  0013D CES      ;XARÉU;Petrobras;480000037789701;2015/01;142,1576;0,0000;142,1576;1,2195;0,0000;1,2195;33,97055;262,8146;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-15D-CES;7XA  0015D CES      ;XARÉU;Petrobras;480000037789701;2015/01;154,0267;0,0000;154,0267;0,5274;0,0000;0,5274;14,69056;38,8112;PLATAFORMA DE XAREU 2;UEP;0
Ceará;Ceará;7-XA-17D-CES;7XA  0017D CES      ;XARÉU;Petrobras;480000037789701;2015/01;136,4292;0,0000;136,4292;0,8755;0,0000;0,8755;24,38911;249,5478;PLATAFORMA DE XAREU 2;UEP;0
Ceará;Ceará;7-XA-20D-CES;7XA  0020D CES      ;XARÉU;Petrobras;480000037789701;2015/01;104,5717;0,0000;104,5717;0,8878;0,0000;0,8878;24,73092;1,8048;PLATAFORMA DE XAREU 3;UEP;0
Ceará;Ceará;7-XA-22D-CES;7XA  0022D CES      ;XARÉU;Petrobras;480000037789701;2015/01;56,5728;0,0000;56,5728;0,8069;0,0000;0,8069;22,47852;0,0544;PLATAFORMA DE XAREU 3;UEP;0
