ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 38 (Oracle 11g);;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês)
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Alagoas;Alagoas;4-ALS-39-AL;4ALS 0039  AL       ;PARU;Petrobras;480000038409775;2015/02;0,0000;280,4469;280,4469;0,0000;193,9380;193,9380;5.430,26500;0,0000;Estação de Paru;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-137-BA;7C   0137  BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;15,5999;0,0000;15,5999;4,3895;0,0000;4,3895;0,00000;0,0595;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-170-BA;7C   0170  BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;23,3035;0,0000;23,3035;2,4848;0,0000;2,4848;0,00000;0,9682;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-173D-BA;7C   0173D BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;25,9248;0,0000;25,9248;2,7590;0,0000;2,7590;0,00000;0,0492;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-174D-BA;7C   0174D BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;8,3275;0,0000;8,3275;0,7613;0,0000;0,7613;0,00000;0,0133;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-185-BA;7C   0185  BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;1,3366;0,0000;1,3366;0,0468;0,0000;0,0468;0,00000;0,0056;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-197D-BA;7C   0197D BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;24,4777;0,0000;24,4777;4,8224;0,0000;4,8224;0,00000;0,0858;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-201D-BA;7C   0201D BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;0,6523;0,0000;0,6523;0,5798;0,0000;0,5798;0,00000;0,0126;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-202D-BA;7C   0202D BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;18,5237;0,0000;18,5237;9,1993;0,0000;9,1993;0,00000;0,0157;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-203D-BA;7C   0203D BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;2,6464;0,0000;2,6464;0,5185;0,0000;0,5185;0,00000;0,0157;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-211D-BA;7C   0211D BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;9,7739;0,0000;9,7739;1,7380;0,0000;1,7380;0,00000;0,2994;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Recôncavo;7-C-212D-BA;7C   0212D BA       ;CANDEIAS;Petrobras;480000036389734;2015/02;9,1220;0,0000;9,1220;1,2977;0,0000;1,2977;0,00000;0,1080;Estação Pedra Branca;INSTALACAO EMB/DESEMB;0
Bahia;Camamu;7-MNT-1-BAS;7MNT1BAS            ;MANATI;Petrobras;480000035189782;2015/02;0,0000;72,5004;72,5004;0,0000;847,3233;847,3233;23.714,27477;11,7222;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-2-BAS;7MNT2BAS            ;MANATI;Petrobras;480000035189782;2015/02;0,0000;93,2433;93,2433;0,0000;1.084,3993;1.084,3993;30.349,38724;15,0030;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-3-BAS;7MNT3BAS            ;MANATI;Petrobras;480000035189782;2015/02;0,0000;62,9340;62,9340;0,0000;733,3410;733,3410;20.524,21866;10,1443;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-4-BAS;7MNT4BAS            ;MANATI;Petrobras;480000035189782;2015/02;0,0000;85,6782;85,6782;0,0000;998,2191;998,2191;27.937,43800;12,5538;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-5D-BAS;7MNT5DBAS           ;MANATI;Petrobras;480000035189782;2015/02;0,0000;80,1434;80,1434;0,0000;933,7408;933,7408;26.132,86656;12,9170;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Camamu;7-MNT-6D-BAS;7MNT6DBAS           ;MANATI;Petrobras;480000035189782;2015/02;0,0000;102,5288;102,5288;0,0000;1.194,5434;1.194,5434;33.432,02054;16,5267;PLATAFORMA DE MANATI 1;UEP;0
Bahia;Recôncavo;7-DJM-856H-BAS;7DJM856HBAS         ;DOM JOÃO MAR;Petrobras;480000036459708;2015/02;17,9325;0,0000;17,9325;0,0228;0,0000;0,0228;0,63853;504,4102;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;0
Ceará;Ceará;7-CES-84D-CE;7CES 0084D CE       ;ATUM;Petrobras;480000037759713;2015/02;236,0959;0,0000;236,0959;1,4433;0,0000;1,4433;37,65777;185,1347;PLATAFORMA DE ATUM 1;UEP;0
Ceará;Ceará;7-AT-2D-CES;7AT  0002D CES      ;ATUM;Petrobras;480000037759713;2015/02;11,8648;0,0000;11,8648;0,0393;0,0000;0,0393;1,02653;48,5641;PLATAFORMA DE ATUM 1;UEP;0
Ceará;Ceará;7-AT-4D-CES;7AT  0004D CES      ;ATUM;Petrobras;480000037759713;2015/02;402,6128;0,0000;402,6128;2,8321;0,0000;2,8321;73,89406;236,6757;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-6D-CES;7AT  0006D CES      ;ATUM;Petrobras;480000037759713;2015/02;12,7742;0,0000;12,7742;0,1926;0,0000;0,1926;5,02640;356,3829;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-7D-CES;7AT  0007D CES      ;ATUM;Petrobras;480000037759713;2015/02;327,7164;0,0000;327,7164;8,8793;0,0000;8,8793;231,67128;173,7598;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-21DP-CES;7AT21DPCES          ;ATUM;Petrobras;480000037759713;2015/02;71,7000;0,0000;71,7000;0,9341;0,0000;0,9341;24,37134;28,5306;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-22DP-CES;7AT22DPCES          ;ATUM;Petrobras;480000037759713;2015/02;153,4799;0,0000;153,4799;1,1630;0,0000;1,1630;30,34469;105,5412;PLATAFORMA DE ATUM 2;UEP;0
Ceará;Ceará;7-AT-10D-CES;7AT  0010D CES      ;ATUM;Petrobras;480000037759713;2015/02;0,1161;0,0000;0,1161;0,1430;0,0000;0,1430;3,73172;116,0207;PLATAFORMA DE ATUM 3;UEP;0
Ceará;Ceará;8-AT-12D-CES;8AT  0012D CES      ;ATUM;Petrobras;480000037759713;2015/02;112,7116;0,0000;112,7116;0,7637;0,0000;0,7637;19,92485;46,6911;PLATAFORMA DE ATUM 3;UEP;0
Ceará;Ceará;7-AT-16D-CES;7AT  0016D CES      ;ATUM;Petrobras;480000037759713;2015/02;105,2777;0,0000;105,2777;1,9456;0,0000;1,9456;50,76307;272,8544;PLATAFORMA DE ATUM 3;UEP;0
Ceará;Ceará;7-XA-1D-CES;7XA  0001D CES      ;XARÉU;Petrobras;480000037789701;2015/02;89,3789;0,0000;89,3789;0,5876;0,0000;0,5876;13,51827;266,7147;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-3D-CES;7XA  0003D CES      ;XARÉU;Petrobras;480000037789701;2015/02;73,9900;0,0000;73,9900;0,2117;0,0000;0,2117;4,87119;25,2635;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-9-CES;7XA  0009  CES      ;XARÉU;Petrobras;480000037789701;2015/02;68,5385;0,0000;68,5385;0,3936;0,0000;0,3936;9,05443;227,9980;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-11D-CES;7XA  0011D CES      ;XARÉU;Petrobras;480000037789701;2015/02;121,0824;0,0000;121,0824;0,4490;0,0000;0,4490;10,32869;110,2408;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-12D-CES;7XA  0012D CES      ;XARÉU;Petrobras;480000037789701;2015/02;60,4844;0,0000;60,4844;0,7030;0,0000;0,7030;16,17263;494,9148;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-13D-CES;7XA  0013D CES      ;XARÉU;Petrobras;480000037789701;2015/02;176,7129;0,0000;176,7129;1,0873;0,0000;1,0873;25,01340;172,6546;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-15D-CES;7XA  0015D CES      ;XARÉU;Petrobras;480000037789701;2015/02;139,2537;0,0000;139,2537;1,2331;0,0000;1,2331;28,36812;35,6944;PLATAFORMA DE XAREU 2;UEP;0
Ceará;Ceará;7-XA-17D-CES;7XA  0017D CES      ;XARÉU;Petrobras;480000037789701;2015/02;121,1089;0,0000;121,1089;0,6691;0,0000;0,6691;15,39254;207,8789;PLATAFORMA DE XAREU 2;UEP;0
Ceará;Ceará;7-XA-20D-CES;7XA  0020D CES      ;XARÉU;Petrobras;480000037789701;2015/02;104,1318;0,0000;104,1318;0,3801;0,0000;0,3801;8,74470;1,6176;PLATAFORMA DE XAREU 3;UEP;0
Ceará;Ceará;7-XA-22D-CES;7XA  0022D CES      ;XARÉU;Petrobras;480000037789701;2015/02;44,6725;0,0000;44,6725;0,3432;0,0000;0,3432;7,89429;0,1036;PLATAFORMA DE XAREU 3;UEP;0
Ceará;Ceará;7-XA-24D-CES;7XA  0024D CES      ;XARÉU;Petrobras;480000037789701;2015/02;0,2139;0,0000;0,2139;0,0027;0,0000;0,0027;0,06184;0,0004;PLATAFORMA DE XAREU 3;UEP;0
Ceará;Ceará;7-XA-28D-CES;7XA  0028D CES      ;XARÉU;Petrobras;480000037789701;2015/02;146,8282;0,0000;146,8282;0,5753;0,0000;0,5753;13,23559;289,6884;PLATAFORMA DE XAREU 3;UEP;0
Ceará;Ceará;7-XA-36HP-CES;7XA36HPCES          ;XARÉU;Petrobras;480000037789701;2015/02;49,0118;0,0000;49,0118;0,1352;0,0000;0,1352;3,11000;327,2936;PLATAFORMA DE XAREU 3;UEP;0
Ceará;Ceará;7-XA-38HP-CES;7XA38HPCES          ;XARÉU;Petrobras;480000037789701;2015/02;27,6763;0,0000;27,6763;0,1181;0,0000;0,1181;2,71594;8,1226;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-XA-39HP-CES;7XA39HPCES          ;XARÉU;Petrobras;480000037789701;2015/02;27,6763;0,0000;27,6763;0,1181;0,0000;0,1181;2,71594;8,1226;PLATAFORMA DE XAREU 1;UEP;0
Ceará;Ceará;7-CR-2D-CES;7CR  0002D CES      ;CURIMÃ;Petrobras;480000037769778;2015/02;127,1903;0,0000;127,1903;5,1805;0,0000;5,1805;140,94017;932,7251;PLATAFORMA DE CURIMÃ 2;UEP;0
Ceará;Ceará;7-CR-6D-CES;7CR  0006D CES      ;CURIMÃ;Petrobras;480000037769778;2015/02;189,1346;0,0000;189,1346;3,0230;0,0000;3,0230;82,24411;218,3611;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-7D-CES;7CR  0007D CES      ;CURIMÃ;Petrobras;480000037769778;2015/02;62,9172;0,0000;62,9172;2,3049;0,0000;2,3049;62,70651;334,6749;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-11D-CES;7CR  0011D CES      ;CURIMÃ;Petrobras;480000037769778;2015/02;38,1210;0,0000;38,1210;1,9043;0,0000;1,9043;51,80769;506,4613;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-14D-CES;7CR  0014D CES      ;CURIMÃ;Petrobras;480000037769778;2015/02;103,8551;0,0000;103,8551;2,6189;0,0000;2,6189;71,24989;290,4670;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-21D-CES;7CR  0021D CES      ;CURIMÃ;Petrobras;480000037769778;2015/02;63,1315;0,0000;63,1315;1,5135;0,0000;1,5135;41,17606;422,4922;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-22D-CES;7CR  0022D CES      ;CURIMÃ;Petrobras;480000037769778;2015/02;250,6894;0,0000;250,6894;5,1440;0,0000;5,1440;139,94644;1.725,8194;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;7-CR-24D-CES;7CR  0024D CES      ;CURIMÃ;Petrobras;480000037769778;2015/02;99,3397;0,0000;99,3397;3,4954;0,0000;3,4954;95,09592;764,9714;PLATAFORMA DE CURIMÃ 1;UEP;0
Ceará;Ceará;3-CES-37D-CE;3CES 0037D CE       ;ESPADA;Petrobras;480000037779731;2015/02;124,1647;0,0000;124,1647;6,3584;0,0000;6,3584;171,79661;582,1329;PLATAFORMA DE ESPADA 1;UEP;0
