ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;Data: 02/09/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 17 (Oracle 11g);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)"
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;
Alagoas;Alagoas;4-ALS-39-AL;4ALS 0039  AL;PARU;Petrobras;480000038409775;2019/07;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2017/02;Alagoano;40,8;< 210ºC;30,74%;210ºC a 500ºC;48,66%;> 500ºC;20,60%;82,53;7,86;4,38;0,84;1,11;0,4;0,29;0,41;0,14;0,16;0,07;0,01;0,04;0;0,97;0,79;2,017334;530,10496;39457,0492
Bahia;Recôncavo;7-C-173D-BA;7C   0173D BA;CANDEIAS;Petrobras;480000036389734;2019/07;25,7519;0,0000;25,7519;3,2729;0,0000;3,2729;74,63591;0,5251;Estação Pedra Branca;INSTALACAO EMB/DESEMB;731;2015/07;Baiano Mistura;36,5;< 210ºC;20,22%;210ºC a 500ºC;49,58%;> 500ºC;30,20%;85,497;6,5;1,507;0,378;0,859;0,293;0,367;0,315;0,27;0,114;0,021;0;0;0,026;3,373;0,48;2,103076;540,352273;38121,1108
Bahia;Recôncavo;7-C-174D-BA;7C   0174D BA;CANDEIAS;Petrobras;480000036389734;2019/07;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2015/07;Baiano Mistura;36,5;< 210ºC;20,22%;210ºC a 500ºC;49,58%;> 500ºC;30,20%;85,497;6,5;1,507;0,378;0,859;0,293;0,367;0,315;0,27;0,114;0,021;0;0;0,026;3,373;0,48;2,103076;540,352273;38121,1108
Bahia;Recôncavo;7-C-197D-BA;7C   0197D BA;CANDEIAS;Petrobras;480000036389734;2019/07;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2015/07;Baiano Mistura;36,5;< 210ºC;20,22%;210ºC a 500ºC;49,58%;> 500ºC;30,20%;85,497;6,5;1,507;0,378;0,859;0,293;0,367;0,315;0,27;0,114;0,021;0;0;0,026;3,373;0,48;2,103076;540,352273;38121,1108
Bahia;Recôncavo;7-C-201D-BA;7C   0201D BA;CANDEIAS;Petrobras;480000036389734;2019/07;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2015/07;Baiano Mistura;36,5;< 210ºC;20,22%;210ºC a 500ºC;49,58%;> 500ºC;30,20%;85,497;6,5;1,507;0,378;0,859;0,293;0,367;0,315;0,27;0,114;0,021;0;0;0,026;3,373;0,48;2,103076;540,352273;38121,1108
Bahia;Recôncavo;7-C-202D-BA;7C   0202D BA;CANDEIAS;Petrobras;480000036389734;2019/07;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2015/07;Baiano Mistura;36,5;< 210ºC;20,22%;210ºC a 500ºC;49,58%;> 500ºC;30,20%;85,497;6,5;1,507;0,378;0,859;0,293;0,367;0,315;0,27;0,114;0,021;0;0;0,026;3,373;0,48;2,103076;540,352273;38121,1108
Bahia;Recôncavo;7-C-203D-BA;7C   0203D BA;CANDEIAS;Petrobras;480000036389734;2019/07;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2015/07;Baiano Mistura;36,5;< 210ºC;20,22%;210ºC a 500ºC;49,58%;> 500ºC;30,20%;85,497;6,5;1,507;0,378;0,859;0,293;0,367;0,315;0,27;0,114;0,021;0;0;0,026;3,373;0,48;2,103076;540,352273;38121,1108
Bahia;Recôncavo;7-C-211D-BA;7C   0211D BA;CANDEIAS;Petrobras;480000036389734;2019/07;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0;2015/07;Baiano Mistura;36,5;< 210ºC;20,22%;210ºC a 500ºC;49,58%;> 500ºC;30,20%;85,497;6,5;1,507;0,378;0,859;0,293;0,367;0,315;0,27;0,114;0,021;0;0;0,026;3,373;0,48;2,103076;540,352273;38121,1108
